component_type,0.000,0.500,1.000,1.500
Ash Disposal System,0.0,0.02,0.5,0.86
Boiler,0.0,0.02,0.2,0.37
Coal Yard,0.0,0.0,0.24,0.56
Demineralisation Plant,0.0,0.0,0.22,0.76
Electrostatic Precipitator,0.0,0.05500000000000001,0.515,0.865
Fresh Water Supply,0.0,0.0,0.36,0.7
Generator,0.0,0.0,0.03,0.49
Main Feed Conveyor,0.0,0.06,0.47,0.8899999999999999
Power House,0.0,0.04,0.48,0.84
Stack,0.0,0.0,0.19,0.53
Stacker Reclaimer,0.0,0.06666666666666667,0.54,0.84
Stepup Transformer,0.0,0.0,0.0,0.29000000000000004
Supply Conveyor,0.0,0.07,0.5700000000000001,0.815
Turbine and Condenser,0.0,0.0,0.05,0.54
Unloader,0.0,0.05,0.51,0.75
